marketplace,categoria,titulo,ranking_venda,preco,link_produto,link_imagem_produto,data_extracao
Mercado Livre,Games,Ssd Hd Interno Kingston Sa400s37/480g 480gb Cor Cinza,11,292,https://www.mercadolivre.com.br/ssd-hd-interno-kingston-sa400s37480g-480gb-cor-cinza/p/MLB36764945#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1bb-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1bb-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_851071-MLU76278768373_052024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,Controle Sem Fio Deltrad Pc Gamer Smart Tv Joystick Android Compativel Play 4 Cor Preto,12,50,https://www.mercadolivre.com.br/controle-sem-fio-deltrad-pc-gamer-smart-tv-joystick-android-compativel-play-4-cor-preto/p/MLB29397802#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1bc-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1bc-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_862409-MLU79311757135_092024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,SSD 240GB Kingston A400 SA400S37/240g Preto,13,158,https://www.mercadolivre.com.br/ssd-240gb-kingston-a400-sa400s37240g-preto/p/MLB34127308#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1bd-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1bd-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_849503-MLU74860040273_032024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,SSD Disco sólido interno Crucial 500 GB Preto,14,233,https://www.mercadolivre.com.br/ssd-disco-solido-interno-crucial-500-gb-preto/p/MLB19614825#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1be-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1be-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_925187-MLA51839759055_102022-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,Controle Compatível com Console Pc Sem Fio TV Bluetooth Video Game,15,54,https://www.mercadolivre.com.br/controle-compativel-com-console-pc-sem-fio-tv-bluetooth-video-game/p/MLB26899378#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1bf-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1bf-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_898941-MLA79452454151_092024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,SSD Kingston 240 Gb Cor Preto SA400 240G,16,162,https://www.mercadolivre.com.br/ssd-kingston-240-gb-cor-preto-sa400-240g/p/MLB25836811#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c0-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c0-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_676255-MLU70909840907_082023-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,Controle Playstation Dualshock 4 Sony cor preto Ps4,17,262,https://www.mercadolivre.com.br/controle-playstation-dualshock-4-sony-cor-preto-ps4/p/MLB10312330#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c1-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c1-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_681474-MLA83797874317_042025-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,Controle GameSir G7 SE com Fio para Xbox One Series S X PC Hall Effect Botões Mecânicos Cor Laranja,18,390,https://www.mercadolivre.com.br/controle-gamesir-g7-se-com-fio-para-xbox-one-series-s-x-pc-hall-effect-botoes-mecnicos-cor-laranja/p/MLB41146585#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c2-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c2-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_886082-MLA79516123513_092024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,SSD240GB Adata 3 2.5 SU650 ASU650SS-240GT-R 240GB preto,19,165,https://www.mercadolivre.com.br/ssd240gb-adata-3-25-su650-asu650ss-240gt-r-240gb-preto/p/MLB15749699#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c3-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c3-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_892218-MLU71801814925_092023-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Games,"Headset Gamer Evolut Eg306, Led Rainbow, Multi Plataforma Cor Preto Luz Rainbow",20,71,https://www.mercadolivre.com.br/headset-gamer-evolut-eg306-led-rainbow-multi-plataforma-cor-preto-luz-rainbow/p/MLB21050012#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c4-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c4-2b96-11f0-8fbc-e73210270641&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_670501-MLU77341089745_062024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Fritadeira sem óleo air fryer 4L Mondial preto 1500W AFN-40-BFT,1,395,https://www.mercadolivre.com.br/fritadeira-sem-oleo-air-fryer-4l-mondial-preto-1500w-afn-40-bft/p/MLB22530387#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c5-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c5-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_808340-MLU76375530160_052024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,"Chaleira Eletrica Atacama 1,8l - Unitermi 127V",2,39,https://www.mercadolivre.com.br/chaleira-eletrica-atacama-18l-unitermi-127v/p/MLB13409957#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c6-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c6-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_723431-MLA42267217934_062020-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Liquidificador Philco PH900 3 Litros Com 12 Velocidades e Pulsar Potência de 1200W Cor Preto 220V,3,140,https://www.mercadolivre.com.br/liquidificador-philco-ph900-3-litros-com-12-velocidades-e-pulsar-potncia-de-1200w-cor-preto-220v/p/MLB15578942#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c7-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c7-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_601586-MLA78076031678_082024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,"Fritadeira Elétrica Air Fryer Elgin Start Fry 3,5l 220v Cor Preto",4,210,https://www.mercadolivre.com.br/fritadeira-eletrica-air-fryer-elgin-start-fry-35l-220v-cor-preto/p/MLB28699593#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c8-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c8-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_932934-MLU77107745520_062024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Sanduicheira Elétrica Cadence SAN400 Potência de 750W Preto 220V,5,125,https://www.mercadolivre.com.br/sanduicheira-eletrica-cadence-san400-potncia-de-750w-preto-220v/p/MLB25741527#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1c9-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1c9-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_818827-MLU78233291750_082024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Filtro/Refil Original de Água Acqua Pure para Purificador de água Electrolux PE12A/PE12B/PE12G/PE12V,6,84,https://www.mercadolivre.com.br/filtrorefil-original-de-agua-acqua-pure-para-purificador-de-agua-electrolux-pe12ape12bpe12gpe12v/p/MLB27864827#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1ca-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1ca-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_762209-MLA82995835276_032025-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Ventilador de Mesa 30cm Super Power Mondial Preto 60W 6 Pás VSP-30-B - 127V,7,113,https://www.mercadolivre.com.br/ventilador-de-mesa-30cm-super-power-mondial-preto-60w-6-pas-vsp-30-b-127v/p/MLB18932156#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1cb-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1cb-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_798840-MLA52223242014_102022-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Micro-ondas Electrolux 23L Branco Efficient com Descongelamento Assistido ME23B 110v,8,634,https://www.mercadolivre.com.br/micro-ondas-electrolux-23l-branco-efficient-com-descongelamento-assistido-me23b-110v/p/MLB19617679#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1cc-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1cc-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_836384-MLU72338922501_102023-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Secador de cabelo Taiff Style Profissional Style 2000W SECU20 vermelho 127V,9,236,https://www.mercadolivre.com.br/secador-de-cabelo-taiff-style-profissional-style-2000w-secu20-vermelho-127v/p/MLB18920574#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1cd-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1cd-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_786683-MLA52235259897_112022-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Liquidificador Easy Power Mondial Preto 550W L-550-B,10,79,https://www.mercadolivre.com.br/liquidificador-easy-power-mondial-preto-550w-l-550-b/p/MLB17353887#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1ce-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1ce-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_743116-MLA46078131142_052021-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Prancha Lizze Chapinha Extreme Profissional 480ºf Salão Cor Cinza,11,439,https://www.mercadolivre.com.br/prancha-lizze-chapinha-extreme-profissional-480f-salo-cor-cinza/p/MLB24027627#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1cf-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1cf-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_612883-MLU72566257512_112023-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Aspirador de Pó Vertical com Fio Portátil de Mão 2 em 1 1450w com Cabo Elétrico de 6 Metros e 1.6 Litros com Filtro Hepa Electrolux STK15 Cinza Urban Grey 220v,12,226,https://www.mercadolivre.com.br/aspirador-de-po-vertical-com-fio-portatil-de-mo-2-em-1-1450w-com-cabo-eletrico-de-6-metros-e-16-litros-com-filtro-hepa-electrolux-stk15-cinza-urban-grey-220v/p/MLB18238727#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d0-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d0-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_998337-MLA79461277421_092024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Liquidificador Mondial 3 Velocidades Preto/cinza 550w L-93-BG Cor Preto 127V,13,89,https://www.mercadolivre.com.br/liquidificador-mondial-3-velocidades-pretocinza-550w-l-93-bg-cor-preto-127v/p/MLB46053181#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d1-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d1-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_742139-MLA83176622890_042025-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Fogão Cooktop Elétrico Elgin 2 Bocas 2000w Preto 220v,14,110,https://www.mercadolivre.com.br/fogo-cooktop-eletrico-elgin-2-bocas-2000w-preto-220v/p/MLB24197945#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d2-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d2-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_760077-MLA82794654947_022025-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Cooktop a gás Itatiaia Preto 5 Bocas Essencial Bivolt 127V/220V 620CT50153,15,419,https://www.mercadolivre.com.br/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v220v-620ct50153/p/MLB23997577#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d3-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d3-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_608050-MLU77315438809_062024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,"Aspirador pó vertical com fio portátil de mão 2 em 1 potente 1450W cabo 5m capacidade 1,6L filtro HEPA Electrolux STK14 Azul Denim 110v",16,210,https://www.mercadolivre.com.br/aspirador-po-vertical-com-fio-portatil-de-mo-2-em-1-potente-1450w-cabo-5m-capacidade-16l-filtro-hepa-electrolux-stk14-azul-denim-110v/p/MLB18185615#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d4-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d4-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_744233-MLA47476791400_092021-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Panela De Arroz Britânia Pa5 Prime Preta 220V,17,129,https://www.mercadolivre.com.br/panela-de-arroz-britnia-pa5-prime-preta-220v/p/MLB10818508#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d5-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d5-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_832550-MLU73207244611_122023-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Grill E Sanduicheira PGR21PI Maxx Clean 1000W Cinza Philco 110V,18,164,https://www.mercadolivre.com.br/grill-e-sanduicheira-pgr21pi-maxx-clean-1000w-cinza-philco-110v/p/MLB22852655#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d6-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d6-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_883084-MLU72675265304_112023-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Nebulizador e Inalador Bivolt Super Flow Compact DC1 G-Tech,19,94,https://www.mercadolivre.com.br/nebulizador-e-inalador-bivolt-super-flow-compact-dc1-g-tech/p/MLB14954225#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d7-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d7-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_916687-MLA75928558856_042024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Eletrodomésticos,Fritadeira Elérica Air Fryer Oven Philco Pfr2200 12 litros 4 Em 1 1800w Cor Preta 110V,20,579,https://www.mercadolivre.com.br/fritadeira-elerica-air-fryer-oven-philco-pfr2200-12-litros-4-em-1-1800w-cor-preta-110v/p/MLB26755777#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d8-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d8-2b96-11f0-8fbc-e73210270641&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_752890-MLU77445282455_072024-P.webp,2025-05-07 19:56:31.352506
Mercado Livre,Ferramentas,Parafusadeira Furadeira De Impacto Profissional 21v Modelo TB-21PX 2 Baterias Com Maleta The Black Tools 110/220V 60Hz Amarelo,1,259,https://www.mercadolivre.com.br/parafusadeira-furadeira-de-impacto-profissional-21v-modelo-tb-21px-2-baterias-com-maleta-the-black-tools-110220v-60hz-amarelo/p/MLB30144703#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=844ad1d9-2b96-11f0-8fbc-e73210270641&c_element_id=844ad1d9-2b96-11f0-8fbc-e73210270641&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_690892-MLU79387089509_092024-P.webp,2025-05-07 19:56:31.352506
