marketplace,categoria,titulo,ranking_venda,preco,link_produto,link_imagem_produto,data_extracao
Mercado Livre,Games,Microfone Lapela Com Imã Tipo C Anti Ruido Redondo Kaidi Cor Preto,17,79,https://www.mercadolivre.com.br/microfone-lapela-com-im-tipo-c-anti-ruido-redondo-kaidi-cor-preto/p/MLB44598312#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822aec-2de8-11f0-90d2-934969bf1531&c_element_id=88822aec-2de8-11f0-90d2-934969bf1531&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_757613-MLA81227096263_122024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Games,Controle Joystick Playstation Dualshock 4 Magma Red Sony,18,"272,21",https://www.mercadolivre.com.br/controle-joystick-playstation-dualshock-4-magma-red-sony/p/MLB10312333#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822aed-2de8-11f0-90d2-934969bf1531&c_element_id=88822aed-2de8-11f0-90d2-934969bf1531&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_675686-MLA75134564141_032024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Games,SSD m.2 2280 1TB Western Digital WD Green SN350 NVMe PCIe WDS100T3G0C Velocidade de Leitura até 3200MBs e Gravação até 2500MBs Verde,19,469,https://www.mercadolivre.com.br/ssd-m2-2280-1tb-western-digital-wd-green-sn350-nvme-pcie-wds100t3g0c-velocidade-de-leitura-ate-3200mbs-e-gravaco-ate-2500mbs-verde/p/MLB21441181#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822aee-2de8-11f0-90d2-934969bf1531&c_element_id=88822aee-2de8-11f0-90d2-934969bf1531&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_966050-MLA74807973305_022024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Games,Controle joystick sem fio Sony CUH-ZCT2U preto,20,217,https://www.mercadolivre.com.br/controle-joystick-sem-fio-sony-cuh-zct2u-preto/p/MLB47040897#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822aef-2de8-11f0-90d2-934969bf1531&c_element_id=88822aef-2de8-11f0-90d2-934969bf1531&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_784889-MLA82980056727_032025-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,"Liquidificador L-99-fb Turbo Power 2,2 L Potência De 550w Cor Preto Mondial 220V",1,89,https://www.mercadolivre.com.br/liquidificador-l-99-fb-turbo-power-22-l-potncia-de-550w-cor-preto-mondial-220v/p/MLB15578948#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af0-2de8-11f0-90d2-934969bf1531&c_element_id=88822af0-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_666414-MLU72748565515_112023-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Fritadeira sem óleo air fryer 4L Mondial preto 1500W AFN-40-BFT,2,"289,90",https://www.mercadolivre.com.br/fritadeira-sem-oleo-air-fryer-4l-mondial-preto-1500w-afn-40-bft/p/MLB22530387#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af1-2de8-11f0-90d2-934969bf1531&c_element_id=88822af1-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_808340-MLU76375530160_052024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,"Chaleira Eletrica Atacama 1,8l - Unitermi 127V",3,"52,28",https://www.mercadolivre.com.br/chaleira-eletrica-atacama-18l-unitermi-127v/p/MLB13409957#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af2-2de8-11f0-90d2-934969bf1531&c_element_id=88822af2-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_723431-MLA42267217934_062020-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Liquidificador PH900 Com 12 Velocidades e Pulsar Potência de 1200W Cor Vermelho Philco 127V,4,"146,90",https://www.mercadolivre.com.br/liquidificador-ph900-com-12-velocidades-e-pulsar-potncia-de-1200w-cor-vermelho-philco-127v/p/MLB15578943#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af3-2de8-11f0-90d2-934969bf1531&c_element_id=88822af3-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_877108-MLU78387550139_082024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,"Fritadeira Elétrica Air Fryer Elgin Start Fry 3,5l 220v Cor Preto",5,"210,42",https://www.mercadolivre.com.br/fritadeira-eletrica-air-fryer-elgin-start-fry-35l-220v-cor-preto/p/MLB28699593#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af4-2de8-11f0-90d2-934969bf1531&c_element_id=88822af4-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_932934-MLU77107745520_062024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Britânia BAS1295P aspirador de pó 2 em 1 1250w preto 110V,6,"149,90",https://www.mercadolivre.com.br/britnia-bas1295p-aspirador-de-po-2-em-1-1250w-preto-110v/p/MLB25860033#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af5-2de8-11f0-90d2-934969bf1531&c_element_id=88822af5-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_856254-MLU75812427918_042024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Ventilador De Mesa 30cm Super Power Mondial Branco/azul Escuro 60w 6 Pás Vsp-30-w,7,112,https://www.mercadolivre.com.br/ventilador-de-mesa-30cm-super-power-mondial-brancoazul-escuro-60w-6-pas-vsp-30-w/p/MLB18932159#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af6-2de8-11f0-90d2-934969bf1531&c_element_id=88822af6-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_786219-MLA81953493854_022025-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Escova Secadora de Cabelos Britânia Bec07r Soft 4 Em 1 1300w Cabo Giratório Rosa Bivolt,8,135,https://www.mercadolivre.com.br/escova-secadora-de-cabelos-britnia-bec07r-soft-4-em-1-1300w-cabo-giratorio-rosa-bivolt/p/MLB19694427#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af7-2de8-11f0-90d2-934969bf1531&c_element_id=88822af7-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_939258-MLU75809032162_042024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Mixer Turbo Chef 3 Em 1 200w Triturador E Fuet 127v Elgin,9,"114,99",https://www.mercadolivre.com.br/mixer-turbo-chef-3-em-1-200w-triturador-e-fuet-127v-elgin/p/MLB18709030#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af8-2de8-11f0-90d2-934969bf1531&c_element_id=88822af8-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_953357-MLU71001546630_082023-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Liquidificador Easy Power Mondial Preto 550W L-550-B,10,79,https://www.mercadolivre.com.br/liquidificador-easy-power-mondial-preto-550w-l-550-b/p/MLB17353888#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822af9-2de8-11f0-90d2-934969bf1531&c_element_id=88822af9-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_766358-MLA83371077319_032025-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Mixer Power Inox 3 Em 1 600w Elgin Lunar - 110v,11,"129,50",https://www.mercadolivre.com.br/mixer-power-inox-3-em-1-600w-elgin-lunar-110v/p/MLB40003206#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822afa-2de8-11f0-90d2-934969bf1531&c_element_id=88822afa-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_705842-MLA79568202633_092024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Secador Taiff Style 2000w Motor Ac Preto - 110v 127V,12,"257,47",https://www.mercadolivre.com.br/secador-taiff-style-2000w-motor-ac-preto-110v-127v/p/MLB18920578#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822afb-2de8-11f0-90d2-934969bf1531&c_element_id=88822afb-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_669316-MLA52218052396_102022-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Micro-ondas Electrolux 23L cor Inox Efficient com Descongelamento Assistido ME23S 127v,13,"695,50",https://www.mercadolivre.com.br/micro-ondas-electrolux-23l-cor-inox-efficient-com-descongelamento-assistido-me23s-127v/p/MLB19617680#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822afc-2de8-11f0-90d2-934969bf1531&c_element_id=88822afc-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_712536-MLA52389632858_112022-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,"Aspirador de pó vertical com fio portátil de mão 2 em 1 1450w de potência com cabo elétrico de 6 metros e 1,6 litros de capacidade com filtro hepa electrolux stk15 cinza urban grey 110v",14,"214,76",https://www.mercadolivre.com.br/aspirador-de-po-vertical-com-fio-portatil-de-mo-2-em-1-1450w-de-potncia-com-cabo-eletrico-de-6-metros-e-16-litros-de-capacidade-com-filtro-hepa-electrolux-stk15-cinza-urban-grey-110v/p/MLB18238728#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822afd-2de8-11f0-90d2-934969bf1531&c_element_id=88822afd-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_985288-MLA84351985957_052025-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Panela De Arroz Britânia Pa5 Prime Preta 220V,15,"129,90",https://www.mercadolivre.com.br/panela-de-arroz-britnia-pa5-prime-preta-220v/p/MLB10818508#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822afe-2de8-11f0-90d2-934969bf1531&c_element_id=88822afe-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_832550-MLU73207244611_122023-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Fogão Cooktop Elétrico Elgin 2 Bocas Preto 127v,16,"110,60",https://www.mercadolivre.com.br/fogo-cooktop-eletrico-elgin-2-bocas-preto-127v/p/MLB22305960#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822aff-2de8-11f0-90d2-934969bf1531&c_element_id=88822aff-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_814827-MLU72559534286_112023-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Fritadeira air fryer oven Philco PFR2200 4 em 1 12 litros 1800W cor preta 220V,17,"562,50",https://www.mercadolivre.com.br/fritadeira-air-fryer-oven-philco-pfr2200-4-em-1-12-litros-1800w-cor-preta-220v/p/MLB26260230#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822b00-2de8-11f0-90d2-934969bf1531&c_element_id=88822b00-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_805922-MLU73142677032_122023-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Batedeira Prática 400W 3.6L B-44-B Preto Mondial 60Hz,18,"96,90",https://www.mercadolivre.com.br/batedeira-pratica-400w-36l-b-44-b-preto-mondial-60hz/p/MLB16016317#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822b01-2de8-11f0-90d2-934969bf1531&c_element_id=88822b01-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_609940-MLU54985645955_052023-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,"Cafeteira Elétrica Electrolux Jarra vidro, acabamento inox filtro Permanente Removível Sistema Corta Pingos Capacidade 15 xicaras 600ml ECM10 127V",19,"122,55",https://www.mercadolivre.com.br/cafeteira-eletrica-electrolux-jarra-vidro-acabamento-inox-filtro-permanente-removivel-sistema-corta-pingos-capacidade-15-xicaras-600ml-ecm10-127v/p/MLB18927373#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822b02-2de8-11f0-90d2-934969bf1531&c_element_id=88822b02-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_885723-MLU75812418576_042024-P.webp,2025-05-10 18:48:39.861476
Mercado Livre,Eletrodomésticos,Grill E Sanduicheira PGR21PI Maxx Clean 1000W Cinza Philco 110V,20,152,https://www.mercadolivre.com.br/grill-e-sanduicheira-pgr21pi-maxx-clean-1000w-cinza-philco-110v/p/MLB22852655#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=88822b03-2de8-11f0-90d2-934969bf1531&c_element_id=88822b03-2de8-11f0-90d2-934969bf1531&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_883084-MLU72675265304_112023-P.webp,2025-05-10 18:48:39.861476
